SMILES,MN,WTPT-5,nHBAcc_Lipinski,ETA_BetaP_s,WTPT-3,minHBa,ETA_dEpsilon_C,ETA_dEpsilon_A,ETA_Epsilon_4,ETA_Epsilon_1,TopoPSA,MLFER_S,nHBAcc,nN,maxsssCH,ETA_EtaP_F,ETA_Eta_F_L
CC1=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,1,0,4,0.6,10.20614,9.311302,-0.09772,0.20298,0.54058,0.64583,77.76,2.14,1,0,0,1.03713,5.75497
Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)cc(O)c4C2=O,1,0,4,0.6,10.2541,9.528334,-0.07654,0.19012,0.52147,0.63504,77.76,2.566,1,0,0,1.17583,7.60609
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(Cl)cc3)Cc4ccccc4,1,0,3,0.60577,10.78845,0.781433,-0.07499,0.18204,0.51944,0.62648,46.53,2.992,1,0,0,1.09563,7.64665
Oc1ccc(C(=O)Cc2oc3ccccc3c2)c(O)c1,1,0,4,0.6125,10.7583,5.571921,-0.09772,0.20298,0.54058,0.64583,70.67,1.906,1,0,0,1.00476,6.04274
O=C(Oc1ccc2C(=CC(=O)Oc2c1)c3ccccc3)c4occc4,1,0,5,0.64,14.30743,5.003063,-0.10659,0.22895,0.55152,0.67387,65.74,2.892,2,0,0,1.11449,7.86948
Oc1ccc(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,0,0,2,0.6,10.15619,0.552146,-0.10352,0.23492,0.54638,0.67778,40.46,1.94,0,0,0,1.03572,6.01359
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)cc3F,0,0,2,0.6,10.13132,9.130963,-0.11284,0.24921,0.55569,0.69206,40.46,1.978,0,0,0,1.06403,6.09951
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)cc3F,0,0,2,0.60714,12.67024,0.489718,-0.13692,0.28588,0.5793,0.72825,40.46,1.948,0,0,0,1.08655,6.28303
Oc1ccc2cc(ccc2c1)c3c(F)cc(O)cc3F,0,0,2,0.6,10.16274,9.15976,-0.11284,0.24921,0.55569,0.69206,40.46,1.945,0,0,0,1.06935,6.10006
Oc1cc(F)c(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,0,0,2,0.60714,12.70157,0.475202,-0.13692,0.28588,0.5793,0.72825,40.46,1.915,0,0,0,1.09188,6.28358
Oc1ccc(c(Cl)c1)c2ccc3cc(O)ccc3c2,0,0,2,0.59211,7.617252,0.693405,-0.07006,0.18391,0.51346,0.6273,40.46,2.052,0,0,0,0.98133,5.72861
Oc1ccc(c(Cl)c1)c2ccc3c(Cl)c(O)ccc3c2,0,0,2,0.6,10.15619,0.634298,-0.0942,0.22063,0.53706,0.66349,40.46,2.022,0,0,0,1.00552,5.91213
COc1cc(O)ccc1c2ccc3cc(O)ccc3c2,1,0,3,0.6,7.883558,5.311749,-0.06314,0.16008,0.506,0.60294,49.69,2.08,0,0,0,1.00156,6.06023
Cc1cc(O)ccc1c2ccc3cc(O)ccc3c2,0,0,2,0.57895,5.065359,9.458926,-0.043,0.13337,0.48639,0.57677,40.46,1.933,0,0,0,0.95215,5.61658
Cc1cc(O)ccc1c2ccc3c(Cl)c(O)ccc3c2,0,0,2,0.5875,7.604326,0.62622,-0.06569,0.16681,0.50855,0.60967,40.46,1.903,0,0,0,0.97666,5.80011
Oc1ccc2cc(ccc2c1)c3ccc(O)c(F)c3,0,0,2,0.59211,7.585027,9.19013,-0.07938,0.19819,0.52277,0.64159,40.46,1.965,0,0,0,1.00743,5.82951
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)ccc3c2,0,0,2,0.6,10.12405,0.566662,-0.10352,0.23492,0.54638,0.67778,40.46,1.935,0,0,0,1.03127,6.01303
Oc1ccc2cc(ccc2c1)c3ccc(O)c(Cl)c3,0,0,2,0.59211,7.585027,0.636874,-0.07006,0.18391,0.51346,0.6273,40.46,1.927,0,0,0,0.97843,5.72806
Oc1ccc(cc1Cl)c2ccc3c(Cl)c(O)ccc3c2,0,0,2,0.6,10.12405,0.633205,-0.0942,0.22063,0.53706,0.66349,40.46,1.897,0,0,0,1.00262,5.91158
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)c(F)c3,0,0,2,0.6,10.09634,9.102167,-0.11284,0.24921,0.55569,0.69206,40.46,1.935,0,0,0,1.061,6.09895
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)c(F)c3,0,0,2,0.60714,12.63534,0.504234,-0.13692,0.28588,0.5793,0.72825,40.46,1.905,0,0,0,1.0834,6.28248
Oc1ccc(cc1)c2cc(F)c3cc(O)ccc3c2,0,0,2,0.59211,7.647542,9.25861,-0.07938,0.19819,0.52277,0.64159,40.46,2.008,0,0,0,1.01387,5.83006
Oc1ccc2cc(cc(F)c2c1)c3ccc(O)c(F)c3,0,0,2,0.6,10.16318,9.170647,-0.11284,0.24921,0.55569,0.69206,40.46,2.016,0,0,0,1.06458,6.09951
Oc1ccc(cc1)c2cc(F)c3c(Cl)c(O)ccc3c2,0,0,2,0.6,10.18188,0.383751,-0.10352,0.23492,0.54638,0.67778,40.46,1.94,0,0,0,1.03993,6.01359
Oc1ccc(cc1F)c2cc(F)c3c(Cl)c(O)ccc3c2,0,0,2,0.60714,12.69752,0.321323,-0.13692,0.28588,0.5793,0.72825,40.46,1.948,0,0,0,1.08924,6.28303
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3c2,0,0,2,0.59211,7.647542,0.725025,-0.07006,0.18391,0.51346,0.6273,40.46,2.09,0,0,0,0.98262,5.72861
Oc1ccc(cc1)c2cc(Cl)c3c(Cl)c(O)ccc3c2,0,0,2,0.6,10.18188,0.649923,-0.0942,0.22063,0.53706,0.66349,40.46,2.022,0,0,0,1.00782,5.91213
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3c2,1,2.497303,3,0.5875,7.569907,9.326511,-0.06849,0.17757,0.51135,0.62043,64.25,2.432,1,1,0,1.05802,6.29088
Oc1ccc2cc(cc(C#N)c2c1)c3ccc(O)c(F)c3,1,2.49734,3,0.59524,10.08622,9.238548,-0.10119,0.22691,0.54357,0.66928,64.25,2.44,1,1,0,1.1071,6.56033
Oc1ccc(cc1)c2cc(C#N)c3c(Br)c(O)ccc3c2,1,2.496455,3,0.58333,10.11193,9.370631,-0.0789,0.19311,0.52128,0.63548,64.25,2.481,1,1,0,1.04043,6.30446
Oc1ccc(cc1)c2cc(C#N)c3c(Cl)c(O)ccc3c2,1,2.496455,3,0.59524,10.11193,0.474464,-0.09207,0.21308,0.53445,0.65545,64.25,2.402,1,1,0,1.08464,6.47441
Oc1ccc(cc1F)c2cc(C#N)c3c(Cl)c(O)ccc3c2,1,2.496492,3,0.60227,12.62825,0.412036,-0.12473,0.26237,0.56667,0.7043,64.25,2.41,1,1,0,1.13243,6.74386
Oc1ccc(cc1F)c2cc(C#N)c3c(F)c(O)ccc3c2,1,2.496492,3,0.60227,12.62825,9.225353,-0.13385,0.27619,0.57579,0.71813,64.25,2.448,1,1,0,1.16086,6.84531
Oc1ccc2cc(cc(C=O)c2c1)c3ccc(O)c(F)c3,1,0,3,0.59524,10.08622,9.234721,-0.10376,0.22682,0.54613,0.6692,57.53,2.436,1,0,0,1.09135,6.47671
Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,0,0,2,0.58333,7.588879,9.274721,-0.07008,0.18256,0.51245,0.62493,40.46,1.981,0,0,0,1.07746,6.40936
CCc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,0,0,2,0.58333,7.588879,9.290894,-0.07008,0.16451,0.51245,0.60688,40.46,1.941,0,0,0,0.98856,5.82763
Oc1ccc2cc(cc(C#C)c2c1)c3ccc(O)c(F)c3,0,0,2,0.58333,7.588879,9.258548,-0.07008,0.20287,0.51245,0.64524,40.46,2.05,0,0,0,1.10101,6.53474
CC#Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,0,0,2,0.57955,7.591963,9.306606,-0.0662,0.18514,0.50814,0.62708,40.46,1.975,0,0,0,1.07223,6.68981
Oc1ccc(c(F)c1)c2cc(C#N)c3cc(O)ccc3c2,1,2.497188,3,0.59524,10.11871,9.267344,-0.10119,0.22691,0.54357,0.66928,64.25,2.445,1,1,0,1.11202,6.56088
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)cc3F,1,2.497171,3,0.60227,12.63317,9.179381,-0.13385,0.27619,0.57579,0.71813,64.25,2.453,1,1,0,1.16117,6.83033
Oc1ccc2cc(cc(C#N)c2c1)c3c(F)cc(O)cc3F,1,2.497014,3,0.60227,12.66486,9.208178,-0.13385,0.27619,0.57579,0.71813,64.25,2.42,1,1,0,1.1669,6.83088
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)c(F)c3,1,2.497328,3,0.60227,12.59791,9.150585,-0.13385,0.27619,0.57579,0.71813,64.25,2.41,1,1,0,1.15752,6.82978
Oc1ccc(cc1)c2ccc3cc(O)cc(C#N)c3c2,1,2.487624,3,0.5875,7.564123,9.317208,-0.06849,0.17757,0.51135,0.62043,64.25,2.432,1,1,0,1.05408,6.29088
Oc1cc(C#N)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,2.487638,3,0.59524,10.08018,9.229245,-0.10119,0.22691,0.54357,0.66928,64.25,2.44,1,1,0,1.10263,6.56033
Oc1ccc(cc1F)c2ccc3c(Br)c(O)cc(C#N)c3c2,1,2.487058,3,0.59091,12.6221,9.273365,-0.11156,0.2424,0.5535,0.68433,64.25,2.489,1,1,0,1.08423,6.57391
Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,1,4.976876,4,0.59783,12.57684,9.261504,-0.12195,0.2537,0.56349,0.69524,88.04,2.915,2,2,0,1.19307,7.30669
Cc1c(O)cc(C#N)c2cc(ccc12)c3ccc(O)c(F)c3,1,2.487058,3,0.59091,10.06318,9.265636,-0.09502,0.20652,0.53695,0.64846,64.25,2.416,1,1,0,1.09997,6.63238
Oc1ccc(cc1)c2ccc3c(Cl)c(O)cc(C#N)c3c2,1,2.487045,3,0.59524,10.10606,0.515373,-0.09207,0.21308,0.53445,0.65545,64.25,2.402,1,1,0,1.07951,6.47441
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)cc(C#N)c3c2,1,2.487058,3,0.60227,12.6221,0.452945,-0.12473,0.26237,0.56667,0.7043,64.25,2.41,1,1,0,1.12684,6.74386
Oc1cc(C#C)c2cc(ccc2c1)c3ccc(O)c(F)c3,0,0,2,0.58333,7.592545,9.245774,-0.07008,0.20287,0.51245,0.64524,40.46,2.05,0,0,0,1.09668,6.53474
CC#Cc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,0,0,2,0.57955,7.599228,9.285949,-0.0662,0.18514,0.50814,0.62708,40.46,1.975,0,0,0,1.068,6.68981
Oc1cc(C=O)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,3,0.59524,10.08018,9.225981,-0.10376,0.22682,0.54613,0.6692,57.53,2.436,1,0,0,1.08725,6.47671
Oc1cc(C=C)c2cc(ccc2c1)c3ccc(O)c(F)c3,0,0,2,0.58333,7.592545,9.259039,-0.07008,0.18256,0.51245,0.62493,40.46,1.981,0,0,0,1.07368,6.40936
CCc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,0,0,2,0.58333,7.592545,9.272303,-0.07008,0.16451,0.51245,0.60688,40.46,1.941,0,0,0,0.98666,5.82763
Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,0,0,2,0.58333,5.069193,9.278093,-0.04586,0.14711,0.48986,0.59111,40.46,1.957,0,0,0,0.955,5.56006
Oc1cccc(c1)c2ccc3c(O)cccc3c2,0,0,2,0.58333,5.093469,9.491768,-0.04586,0.14711,0.48986,0.59111,40.46,1.957,0,0,0,0.96513,5.57559
Oc1ccc(cc1)c2ccc3c(O)cccc3c2,0,0,2,0.58333,5.087371,9.278671,-0.04586,0.14711,0.48986,0.59111,40.46,1.957,0,0,0,0.96052,5.57559
Oc1cccc(c1)c2ccc3cc(O)ccc3c2,0,0,2,0.58333,5.075305,9.419911,-0.04586,0.14711,0.48986,0.59111,40.46,1.957,0,0,0,0.95956,5.56006
Oc1ccc2cc(ccc2c1)c3ccccc3,0,0,1,0.57353,2.544101,9.416578,-0.02347,0.11624,0.46815,0.56092,20.23,1.659,0,0,0,0.91464,5.31958
Oc1ccc(cc1)c2ccc3ccc(O)cc3c2,0,0,2,0.58333,5.0698,9.278671,-0.04586,0.14711,0.48986,0.59111,40.46,1.957,0,0,0,0.95713,5.56006
Oc1cccc(c1)c2ccc3ccc(O)cc3c2,0,0,2,0.58333,5.075908,9.491768,-0.04586,0.14711,0.48986,0.59111,40.46,1.957,0,0,0,0.96175,5.56006
Oc1ccc2ccc(cc2c1)c3ccccc3,0,0,1,0.57353,2.54471,9.491704,-0.02347,0.11624,0.46815,0.56092,20.23,1.659,0,0,0,0.91663,5.31958
Oc1ccc(cc1)c2ccc3ccccc3c2,0,0,1,0.57353,2.525008,9.275338,-0.02347,0.11624,0.46815,0.56092,20.23,1.659,0,0,0,0.91237,5.31958
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3c2,0,0,2,0.59211,7.608212,0.62909,-0.07006,0.18391,0.51346,0.6273,40.46,1.927,0,0,0,0.98036,5.74359
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3c2,0,0,2,0.57895,7.608212,9.322213,-0.0566,0.16327,0.5,0.60667,40.46,2.006,0,0,0,0.93458,5.57364
Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,0,0,2,0.59211,7.608212,9.264897,-0.07938,0.19819,0.52277,0.64159,40.46,1.965,0,0,0,1.01052,5.84504
Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,1,2.483973,3,0.5875,7.562329,9.310352,-0.06849,0.17757,0.51135,0.62043,64.25,2.432,1,1,0,1.05232,6.30642
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)c4ccccc4,0,0,2,0.58333,5.111048,9.44054,-0.03412,0.13288,0.47957,0.57833,40.46,2.399,0,0,0,1.08205,7.4644
Cc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,0,0,2,0.57895,5.054479,9.314484,-0.043,0.13337,0.48639,0.57677,40.46,1.933,0,0,0,0.95148,5.63211
COc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,1,0,3,0.6,7.884117,5.236499,-0.06314,0.16008,0.506,0.60294,49.69,2.218,0,0,0,0.99982,6.07521
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],1,3.051749,5,0.60714,12.99155,9.300595,-0.10485,0.22846,0.54722,0.67083,83.6,1.828,0,1,0,1.11682,6.60465
Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,0,0,2,0.59211,7.617252,9.218926,-0.07938,0.19819,0.52277,0.64159,40.46,1.97,0,0,0,1.01183,5.83006
CCC1=N[C@@H]([C@@H](N1)c2ccc(O)cc2)c3ccc(OCCN4CCCCC4)cc3,1,9.688592,5,0.63793,15.30685,2.491378,-0.05586,0.09568,0.49907,0.53889,57.09,2.351,3,3,0.080018,0.80587,6.18564
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,1,10.64414,4,0.65152,13.19576,2.509114,-0.03224,0.08148,0.48056,0.5298,29.95,2.715,3,3,0.72097,0.90053,7.47555
CC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,10.28151,4,0.64516,12.83309,2.427562,-0.0337,0.08584,0.47958,0.53172,29.95,2.565,3,3,0.56935,0.95017,7.52681
CCN1CCN(CC1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,10.41779,4,0.64063,12.96939,2.496509,-0.03246,0.08172,0.47791,0.52718,29.95,2.565,3,3,0.583239,0.92697,7.50996
CCC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,10.34642,4,0.64063,12.89802,2.483117,-0.03246,0.08172,0.47791,0.52718,29.95,2.565,3,3,0.620276,0.9365,7.51426
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,10.29434,4,0.65,12.84592,2.385895,-0.03504,0.09038,0.48139,0.53672,29.95,2.604,3,3,0.151194,0.95843,7.54742
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,6.822122,3,0.625,9.373705,2.427562,-0.02759,0.07977,0.47393,0.52611,26.71,2.345,2,2,0.676913,0.91448,7.0951
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccc(F)cc5,1,6.824704,3,0.62903,11.90394,2.350592,-0.04746,0.10547,0.49335,0.55135,26.71,2.396,2,2,0.633371,0.95294,7.34957
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(F)c5,1,6.82393,3,0.62903,11.90993,2.284758,-0.04746,0.10547,0.49335,0.55135,26.71,2.358,2,2,0.62515,0.95702,7.34957
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,6.82393,4,0.62903,11.90993,2.364758,-0.04062,0.09565,0.4865,0.54153,46.94,2.605,2,2,0.641678,0.95372,7.33558
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,10.29616,5,0.65323,15.38216,2.351153,-0.04813,0.10634,0.49402,0.55222,50.18,2.864,3,3,0.034897,0.99671,7.7879
CC(C)N1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,10.46067,5,0.64394,15.54669,2.356662,-0.04463,0.09636,0.48968,0.54141,50.18,2.825,3,3,0.600684,0.96082,7.74843
CC(C)CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,10.51804,5,0.63971,15.60407,2.359915,-0.04306,0.09203,0.48774,0.53672,50.18,2.825,3,3,0.708879,0.94623,7.73949
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC6CC6)CC5,1,10.53168,5,0.65441,15.6177,2.365832,-0.04433,0.09596,0.49216,0.54378,50.18,2.975,3,3,0.958879,0.93451,7.73949
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCC6,1,10.60712,5,0.65,15.69315,2.369524,-0.04278,0.09168,0.49015,0.53905,50.18,2.975,3,3,0.813647,0.9196,7.72334
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCCC6,1,10.62698,5,0.64583,15.71301,2.372075,-0.04134,0.08776,0.48828,0.5347,50.18,2.975,3,3,0.80323,0.90559,7.72334
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,1,7.079965,4,0.63971,15.95162,-1.39021,-0.04503,0.1053,0.49286,0.55313,65.87,2.876,2,2,0,0.95126,8.29662
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,1,7.080947,5,0.64286,18.51149,-1.52554,-0.05695,0.11981,0.50431,0.56718,86.1,3.174,2,2,0,0.98803,8.53711
CN(C)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,1,6.626664,4,0.64167,15.45206,-1.38109,-0.05096,0.12403,0.4973,0.57037,65.87,2.726,2,2,0,1.04249,8.37405
CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,1,6.627645,5,0.64516,18.01192,-1.51642,-0.06434,0.14078,0.51022,0.58667,86.1,3.024,2,2,0,1.07961,8.61454
CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,0,6.866087,4,0.63281,15.71591,-1.388,-0.04705,0.11121,0.4925,0.55667,65.87,2.726,2,2,0,0.99513,8.34035
CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,1,6.867068,5,0.63636,18.27578,-1.52333,-0.05947,0.12653,0.50453,0.57158,86.1,3.024,2,2,0,1.03224,8.58084
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,1,7.05442,5,0.65909,18.92087,-1.3947,-0.06139,0.13248,0.5097,0.58079,75.1,3.061,3,2,0,1.00375,8.79477
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,1,7.055401,6,0.66176,21.48074,-1.53003,-0.07384,0.14773,0.52167,0.59556,95.33,3.359,3,2,0,1.03989,9.03525
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,1,7.05442,4,0.64394,15.92346,-1.38689,-0.04675,0.1107,0.49506,0.55902,65.87,2.876,2,2,0,0.96545,8.29662
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,1,7.055401,5,0.64706,18.48334,-1.52222,-0.05908,0.12583,0.50691,0.57366,86.1,3.174,2,2,0,1.00241,8.53711
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,1,7.00333,4,0.64844,15.86716,-1.38356,-0.0486,0.11668,0.49744,0.56552,65.87,2.876,2,2,0,0.98053,8.29662
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,1,7.004311,5,0.65152,18.42703,-1.51889,-0.06139,0.13248,0.5097,0.58079,86.1,3.174,2,2,0,1.01765,8.53711
Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,1,3.173208,3,0.61111,8.242401,9.257685,-0.06358,0.17094,0.50758,0.61494,53.35,2.13,1,1,0,0.97008,5.64195
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,1,3.173119,3,0.61842,10.78133,0.58909,-0.08885,0.20898,0.53225,0.65238,53.35,2.1,1,1,0,0.99554,5.82548
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3n2,1,3.173119,3,0.60526,10.78133,9.301805,-0.07479,0.18764,0.51818,0.63103,53.35,2.179,1,1,0,0.9503,5.65553
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3n2,1,3.169893,3,0.61842,10.81744,0.685025,-0.08885,0.20898,0.53225,0.65238,53.35,2.263,1,1,0,0.99786,5.8105
Oc1ccc2nc(cc(Cl)c2c1)c3ccc(O)c(F)c3,1,3.17018,3,0.625,13.33336,0.587854,-0.12381,0.26174,0.56667,0.7046,53.35,2.271,1,1,0,1.04893,6.07995
Oc1ccc(cc1)c2cc(Br)c3cc(O)ccc3n2,1,3.169893,3,0.60526,10.81744,9.323821,-0.07479,0.18764,0.51818,0.63103,53.35,2.342,1,1,0,0.95103,5.64
Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,1,3.17018,3,0.6125,13.33336,9.235858,-0.10974,0.24039,0.5526,0.68325,53.35,2.35,1,1,0,1.00317,5.90945
Oc1ccc2nc(cc(Br)c2c1)c3cc(F)c(O)c(F)c3,1,3.170085,3,0.61905,15.84431,9.147895,-0.14464,0.2931,0.58701,0.73547,53.35,2.32,1,1,0,1.05643,6.17889
Oc1ccc(cc1)c2cc(C=C)c3cc(O)ccc3n2,1,3.183679,3,0.6,8.256283,9.342276,-0.05581,0.15815,0.49867,0.60101,53.35,2.146,1,1,0,1.04229,6.22181
Oc1ccc2nc(cc(C=C)c2c1)c3ccc(O)c(F)c3,1,3.183965,3,0.60714,10.77284,9.254313,-0.08658,0.20452,0.52895,0.6469,53.35,2.154,1,1,0,1.09177,6.49125
CCc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,3.183679,3,0.6,8.256283,9.358449,-0.05581,0.14095,0.49867,0.58381,53.35,2.106,1,1,0,0.95193,5.64007
CCc1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,1,3.183965,3,0.60714,10.77284,9.270486,-0.08658,0.1847,0.52895,0.62708,53.35,2.114,1,1,0,1.00368,5.90952
Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,1,3.183679,3,0.6,8.256283,9.326103,-0.05581,0.17757,0.49867,0.62043,53.35,2.215,1,1,0,1.06615,6.34718
Oc1ccc2nc(cc(C#C)c2c1)c3ccc(O)c(F)c3,1,3.183965,3,0.60714,10.77284,9.23814,-0.08658,0.22691,0.52895,0.66928,53.35,2.223,1,1,0,1.11508,6.61663
Oc1ccc2nc(cc(C#C)c2c1)c3cc(F)c(O)c(F)c3,1,3.183871,3,0.61364,13.28445,9.150177,-0.1173,0.27619,0.55924,0.71813,53.35,2.193,1,1,0,1.16536,6.88607
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3n2,1,5.680982,4,0.6125,10.75359,9.306103,-0.08677,0.20159,0.52963,0.64444,77.14,2.605,2,2,0,1.07232,6.37278
Oc1ccc2nc(cc(C#N)c2c1)c3ccc(O)c(F)c3,1,5.681305,4,0.61905,13.27018,9.21814,-0.12091,0.25255,0.56328,0.69492,77.14,2.613,2,2,0,1.12111,6.64222
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,3.186136,4,0.60714,10.69719,9.346391,-0.08416,0.1841,0.52653,0.62647,70.42,2.577,2,1,0,1.05587,6.29565
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,1,3.186422,4,0.61364,13.21391,9.258428,-0.1155,0.22907,0.55743,0.67101,70.42,2.585,2,1,0,1.1046,6.5651
Oc1ccc2nc(cc(c3ccccc3)c2c1)c4ccc(O)c(F)c4,1,3.202842,3,0.61,10.80017,9.402322,-0.07253,0.18963,0.51746,0.63455,53.35,2.58,1,1,0,1.14907,7.80021
COc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,3.183679,4,0.625,11.0809,5.367849,-0.08006,0.18139,0.52292,0.62424,62.58,2.291,1,1,0,1.0187,6.14212
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,1,3.334337,5,0.62879,17.9192,-1.61351,-0.06661,0.12806,0.51167,0.57312,87.46,2.862,1,1,0.425786,0.91234,7.44209
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,1,3.354447,5,0.625,17.9407,-1.61942,-0.06415,0.12199,0.50884,0.56667,87.46,2.823,1,1,0.776199,0.90191,7.4324
C[C@@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,0,3.375156,5,0.61765,17.3564,-1.77052,-0.06931,0.13947,0.51399,0.58415,98.24,3.25,2,1,0.764302,1.06294,8.621
C[C@@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,1,3.333959,5,0.61765,17.29878,-1.77337,-0.06931,0.13947,0.51399,0.58415,98.24,3.25,2,1,0.375779,1.06725,8.61008
C[C@@H]1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,1,6.985586,5,0.63235,15.14829,2.278662,-0.04951,0.10835,0.49419,0.55303,57.86,2.969,2,2,0.794557,1.00433,8.45158
